Series ID,Year,Period,Value
LNS11300002,2009,M04,"59,4"
LNS11300002,2009,M05,"59,4"
LNS11300002,2009,M06,"59,5"
LNS11300002,2009,M07,"59,4"
LNS11300002,2009,M08,"59,2"
LNS11300002,2009,M09,"58,9"
LNS11300002,2009,M10,"58,8"
LNS11300002,2009,M11,"58,9"
LNS11300002,2009,M12,"58,6"
LNS11300002,2010,M01,"58,8"
LNS11300002,2010,M02,"58,9"
LNS11300002,2010,M03,"58,8"
LNS11300002,2010,M04,"58,9"
LNS11300002,2010,M05,"58,8"
LNS11300002,2010,M06,"58,5"
LNS11300002,2010,M07,"58,4"
LNS11300002,2010,M08,"58,6"
LNS11300002,2010,M09,"58,5"
LNS11300002,2010,M10,"58,4"
LNS11300002,2010,M11,"58,6"
LNS11300002,2010,M12,"58,3"
LNS11300002,2011,M01,"58,3"
LNS11300002,2011,M02,"58,1"
LNS11300002,2011,M03,"58,3"
LNS11300002,2011,M04,"58,3"
LNS11300002,2011,M05,"58,1"
LNS11300002,2011,M06,"58,0"
LNS11300002,2011,M07,"58,0"
LNS11300002,2011,M08,"58,1"
LNS11300002,2011,M09,"58,3"
LNS11300002,2011,M10,"58,1"
LNS11300002,2011,M11,"58,0"
LNS11300002,2011,M12,"57,8"
LNS11300002,2012,M01,"57,7"
LNS11300002,2012,M02,"57,8"
LNS11300002,2012,M03,"57,8"
LNS11300002,2012,M04,"57,6"
LNS11300002,2012,M05,"57,7"
LNS11300002,2012,M06,"57,7"
LNS11300002,2012,M07,"57,6"
LNS11300002,2012,M08,"57,6"
LNS11300002,2012,M09,"57,6"
LNS11300002,2012,M10,"57,7"
LNS11300002,2012,M11,"57,6"
LNS11300002,2012,M12,"57,7"
LNS11300002,2013,M01,"57,4"
LNS11300002,2013,M02,"57,3"
LNS11300002,2013,M03,"57,2"
LNS11300002,2013,M04,"57,3"
LNS11300002,2013,M05,"57,3"
LNS11300002,2013,M06,"57,4"
LNS11300002,2013,M07,"57,3"
LNS11300002,2013,M08,"57,3"
LNS11300002,2013,M09,"57,2"
LNS11300002,2013,M10,"56,8"
LNS11300002,2013,M11,"57,0"
LNS11300002,2013,M12,"56,9"
LNS11300002,2014,M01,"56,9"
LNS11300002,2014,M02,"57,2"
LNS11300002,2014,M03,"57,3"
LNS11300002,2014,M04,"56,9"
LNS11300002,2014,M05,"57,0"
LNS11300002,2014,M06,"56,8"
LNS11300002,2014,M07,"57,0"
LNS11300002,2014,M08,"56,9"
LNS11300002,2014,M09,"56,9"
LNS11300002,2014,M10,"57,1"
LNS11300002,2014,M11,"57,0"
LNS11300002,2014,M12,"56,6"
LNS11300002,2015,M01,"56,8"
LNS11300002,2015,M02,"56,6"
LNS11300002,2015,M03,"56,6"
LNS11300002,2015,M04,"56,6"
LNS11300002,2015,M05,"56,8"
LNS11300002,2015,M06,"56,7"
LNS11300002,2015,M07,"56,7"
LNS11300002,2015,M08,"56,7"
LNS11300002,2015,M09,"56,5"
LNS11300002,2015,M10,"56,6"
LNS11300002,2015,M11,"56,7"
LNS11300002,2015,M12,"56,8"
LNS11300002,2016,M01,"56,8"
LNS11300002,2016,M02,"56,8"
