Series ID,Year,Period,Month,Value,Description
JTS00000000JOL,2010,M03,3,2666,Job openings nonfarm in thousands
JTS00000000JOL,2010,M04,4,3220,Job openings nonfarm in thousands
JTS00000000JOL,2010,M05,5,2891,Job openings nonfarm in thousands
JTS00000000JOL,2010,M06,6,2664,Job openings nonfarm in thousands
JTS00000000JOL,2010,M07,7,2965,Job openings nonfarm in thousands
JTS00000000JOL,2010,M08,8,2920,Job openings nonfarm in thousands
JTS00000000JOL,2010,M09,9,2767,Job openings nonfarm in thousands
JTS00000000JOL,2010,M10,10,3033,Job openings nonfarm in thousands
JTS00000000JOL,2010,M11,11,2914,Job openings nonfarm in thousands
JTS00000000JOL,2010,M12,12,2857,Job openings nonfarm in thousands
JTS00000000JOL,2011,M01,1,2939,Job openings nonfarm in thousands
JTS00000000JOL,2011,M02,2,3056,Job openings nonfarm in thousands
JTS00000000JOL,2011,M03,3,3130,Job openings nonfarm in thousands
JTS00000000JOL,2011,M04,4,3287,Job openings nonfarm in thousands
JTS00000000JOL,2011,M05,5,3114,Job openings nonfarm in thousands
JTS00000000JOL,2011,M06,6,3224,Job openings nonfarm in thousands
JTS00000000JOL,2011,M07,7,3475,Job openings nonfarm in thousands
JTS00000000JOL,2011,M08,8,3168,Job openings nonfarm in thousands
JTS00000000JOL,2011,M09,9,3495,Job openings nonfarm in thousands
JTS00000000JOL,2011,M10,10,3421,Job openings nonfarm in thousands
JTS00000000JOL,2011,M11,11,3153,Job openings nonfarm in thousands
JTS00000000JOL,2011,M12,12,3369,Job openings nonfarm in thousands
JTS00000000JOL,2012,M01,1,3664,Job openings nonfarm in thousands
JTS00000000JOL,2012,M02,2,3501,Job openings nonfarm in thousands
JTS00000000JOL,2012,M03,3,3852,Job openings nonfarm in thousands
JTS00000000JOL,2012,M04,4,3663,Job openings nonfarm in thousands
JTS00000000JOL,2012,M05,5,3706,Job openings nonfarm in thousands
JTS00000000JOL,2012,M06,6,3792,Job openings nonfarm in thousands
JTS00000000JOL,2012,M07,7,3694,Job openings nonfarm in thousands
JTS00000000JOL,2012,M08,8,3655,Job openings nonfarm in thousands
JTS00000000JOL,2012,M09,9,3533,Job openings nonfarm in thousands
JTS00000000JOL,2012,M10,10,3713,Job openings nonfarm in thousands
JTS00000000JOL,2012,M11,11,3556,Job openings nonfarm in thousands
JTS00000000JOL,2012,M12,12,3576,Job openings nonfarm in thousands
JTS00000000JOL,2013,M01,1,3712,Job openings nonfarm in thousands
JTS00000000JOL,2013,M02,2,3972,Job openings nonfarm in thousands
JTS00000000JOL,2013,M03,3,3901,Job openings nonfarm in thousands
JTS00000000JOL,2013,M04,4,3962,Job openings nonfarm in thousands
JTS00000000JOL,2013,M05,5,3886,Job openings nonfarm in thousands
JTS00000000JOL,2013,M06,6,3913,Job openings nonfarm in thousands
JTS00000000JOL,2013,M07,7,3915,Job openings nonfarm in thousands
JTS00000000JOL,2013,M08,8,3921,Job openings nonfarm in thousands
JTS00000000JOL,2013,M09,9,3985,Job openings nonfarm in thousands
JTS00000000JOL,2013,M10,10,4104,Job openings nonfarm in thousands
JTS00000000JOL,2013,M11,11,3878,Job openings nonfarm in thousands
JTS00000000JOL,2013,M12,12,3742,Job openings nonfarm in thousands
JTS00000000JOL,2014,M01,1,3884,Job openings nonfarm in thousands
JTS00000000JOL,2014,M02,2,4098,Job openings nonfarm in thousands
JTS00000000JOL,2014,M03,3,4202,Job openings nonfarm in thousands
JTS00000000JOL,2014,M04,4,4575,Job openings nonfarm in thousands
JTS00000000JOL,2014,M05,5,4603,Job openings nonfarm in thousands
JTS00000000JOL,2014,M06,6,4690,Job openings nonfarm in thousands
JTS00000000JOL,2014,M07,7,4680,Job openings nonfarm in thousands
JTS00000000JOL,2014,M08,8,4952,Job openings nonfarm in thousands
JTS00000000JOL,2014,M09,9,4658,Job openings nonfarm in thousands
JTS00000000JOL,2014,M10,10,4896,Job openings nonfarm in thousands
JTS00000000JOL,2014,M11,11,4721,Job openings nonfarm in thousands
JTS00000000JOL,2014,M12,12,4815,Job openings nonfarm in thousands
JTS00000000JOL,2015,M01,1,4972,Job openings nonfarm in thousands
JTS00000000JOL,2015,M02,2,5131,Job openings nonfarm in thousands
JTS00000000JOL,2015,M03,3,5180,Job openings nonfarm in thousands
JTS00000000JOL,2015,M04,4,5580,Job openings nonfarm in thousands
JTS00000000JOL,2015,M05,5,5386,Job openings nonfarm in thousands
JTS00000000JOL,2015,M06,6,5168,Job openings nonfarm in thousands
JTS00000000JOL,2015,M07,7,5788,Job openings nonfarm in thousands
JTS00000000JOL,2015,M08,8,5308,Job openings nonfarm in thousands
JTS00000000JOL,2015,M09,9,5360,Job openings nonfarm in thousands
JTS00000000JOL,2015,M10,10,5422,Job openings nonfarm in thousands
JTS00000000JOL,2015,M11,11,5198,Job openings nonfarm in thousands
JTS00000000JOL,2015,M12,12,5281,Job openings nonfarm in thousands
JTS00000000JOL,2016,M01,1,5604,Job openings nonfarm in thousands
JTS00000000JOL,2016,M02,2,5445,Job openings nonfarm in thousands
