Series ID,Year,Period,Value
LNS11300001,2009,M04,"72,3"
LNS11300001,2009,M05,"72,4"
LNS11300001,2009,M06,"72,2"
LNS11300001,2009,M07,"72,0"
LNS11300001,2009,M08,"72,0"
LNS11300001,2009,M09,"71,7"
LNS11300001,2009,M10,"71,6"
LNS11300001,2009,M11,"71,5"
LNS11300001,2009,M12,"71,0"
LNS11300001,2010,M01,"71,2"
LNS11300001,2010,M02,"71,2"
LNS11300001,2010,M03,"71,4"
LNS11300001,2010,M04,"71,8"
LNS11300001,2010,M05,"71,4"
LNS11300001,2010,M06,"71,1"
LNS11300001,2010,M07,"71,2"
LNS11300001,2010,M08,"71,3"
LNS11300001,2010,M09,"71,1"
LNS11300001,2010,M10,"70,8"
LNS11300001,2010,M11,"70,9"
LNS11300001,2010,M12,"70,7"
LNS11300001,2011,M01,"70,5"
LNS11300001,2011,M02,"70,5"
LNS11300001,2011,M03,"70,4"
LNS11300001,2011,M04,"70,5"
LNS11300001,2011,M05,"70,5"
LNS11300001,2011,M06,"70,4"
LNS11300001,2011,M07,"70,3"
LNS11300001,2011,M08,"70,5"
LNS11300001,2011,M09,"70,5"
LNS11300001,2011,M10,"70,4"
LNS11300001,2011,M11,"70,5"
LNS11300001,2011,M12,"70,5"
LNS11300001,2012,M01,"70,2"
LNS11300001,2012,M02,"70,2"
LNS11300001,2012,M03,"70,2"
LNS11300001,2012,M04,"70,1"
LNS11300001,2012,M05,"70,2"
LNS11300001,2012,M06,"70,3"
LNS11300001,2012,M07,"70,2"
LNS11300001,2012,M08,"69,9"
LNS11300001,2012,M09,"70,1"
LNS11300001,2012,M10,"70,3"
LNS11300001,2012,M11,"70,1"
LNS11300001,2012,M12,"70,1"
LNS11300001,2013,M01,"70,3"
LNS11300001,2013,M02,"70,0"
LNS11300001,2013,M03,"69,8"
LNS11300001,2013,M04,"69,9"
LNS11300001,2013,M05,"69,9"
LNS11300001,2013,M06,"69,9"
LNS11300001,2013,M07,"69,8"
LNS11300001,2013,M08,"69,6"
LNS11300001,2013,M09,"69,8"
LNS11300001,2013,M10,"69,2"
LNS11300001,2013,M11,"69,5"
LNS11300001,2013,M12,"69,2"
LNS11300001,2014,M01,"69,3"
LNS11300001,2014,M02,"69,1"
LNS11300001,2014,M03,"69,5"
LNS11300001,2014,M04,"69,1"
LNS11300001,2014,M05,"69,0"
LNS11300001,2014,M06,"69,2"
LNS11300001,2014,M07,"69,3"
LNS11300001,2014,M08,"69,3"
LNS11300001,2014,M09,"69,2"
LNS11300001,2014,M10,"69,1"
LNS11300001,2014,M11,"69,1"
LNS11300001,2014,M12,"69,2"
LNS11300001,2015,M01,"69,4"
LNS11300001,2015,M02,"69,4"
LNS11300001,2015,M03,"69,3"
LNS11300001,2015,M04,"69,3"
LNS11300001,2015,M05,"69,3"
LNS11300001,2015,M06,"69,0"
LNS11300001,2015,M07,"69,0"
LNS11300001,2015,M08,"68,9"
LNS11300001,2015,M09,"68,7"
LNS11300001,2015,M10,"68,7"
LNS11300001,2015,M11,"68,7"
LNS11300001,2015,M12,"68,9"
LNS11300001,2016,M01,"69,1"
LNS11300001,2016,M02,"69,4"
